tickerID,IQ_COMPANY_NAME_LONG,IQ_BUS_SEG_PRIMARY_PIC_ABS,IQ_BUS_SEG_SECONDARY_PIC_ABS,IQ_BUS_SEG_PRIMARY_SIC_ABS,IQ_BUS_SEG_SECONDARY_SIC_ABS,IQ_INDUSTRY_SECTOR,IQ_INDUSTRY_GROUP,IQ_INDUSTRY,IQ_PRIMARY_INDUSTRY,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_ID,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_NAME,IQ_PRIMARY_INDUSTRY_SUBSECTOR6_ID,IQ_PRIMARY_SIC_CODE,IQ_PRIMARY_SIC_INDUSTRY,IQ_COMPANY_TYPE,IQ_PICS_CODE,IQ_BUS_SEG_NAIC_ABS
TSX:NII,Norsat International Inc. (TSX:NII),Communications Equipment ,Electronic Components ,Radio and Television communications equipment (3663),Electronic components and accessories (3670),Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,8111200,Networking Equipment,(Invalid Subsector ID),3679,Electronic components ,Public Company,45201020,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing (334220)
NasdaqCM:ICAD,"iCAD, Inc. (NasdaqCM:ICAD)",Health Care Equipment ,Health Care Equipment ,"Surgical, medical, and dental instruments and supplies (3840)","Surgical, medical, and dental instruments and supplies (3840)",Healthcare,Healthcare Equipment and Services,Health Care Technology,Health Care Technology,8041963,Healthcare Industry Software,(Invalid Subsector ID),3845,Electromedical equipment,Public Company,35103010,Medical Equipment and Supplies Manufacturing (33911)
NasdaqCM:BOTJ,"Bank of the James Financial Group, Inc. (NasdaqCM:BOTJ)",Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGM:RCMT,"RCM Technologies, Inc. (NasdaqGM:RCMT)",Human Resource & Employment Services ,Human Resource & Employment Services ,Help supply services (7363),Help supply services (7363),Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services,0,0,(Invalid Subsector ID),7363,Help supply services,Public Company,20202020,Professional Employer Organizations (561330)
AIM:MTPH,Midatech Pharma Plc (AIM:MTPH),Biotechnology ,0,Biological products except diagnostic (2836),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NasdaqCM:LINK,"Interlink Electronics, Inc. (NasdaqCM:LINK)",Application Software ,0,Prepackaged software (7372),0,Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Equipment and Instruments,8131200,"Measuring, Analyzing, and Controlling Instruments",(Invalid Subsector ID),3679,Electronic components ,Public Company,45203010,Software Publishers (511210)
NasdaqCM:CODX,"Co-Diagnostics, Inc. (NasdaqCM:CODX)",0,0,0,0,Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021125,"Medical Testing, Analyzing, and Diagnostic Equipment",(Invalid Subsector ID),2835,Diagnostic substances,Public Company,35101010,0
NasdaqCM:SPHS,"Sophiris Bio, Inc. (NasdaqCM:SPHS)",Biotechnology ,0,Pharmaceutical preparations (2834),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Pharmaceutical Preparation Manufacturing (325412)
NasdaqCM:PBSK,"Poage Bankshares, Inc. (NasdaqCM:PBSK)",Thrifts & Mortgage Finance ,0,Savings institutions (6030),0,Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance,7013200,Savings Institutions,(Invalid Subsector ID),6035,Federal savings institutions,Public Company,40102010,Savings Institutions (522120)
NYSE:SCX,The L.S. Starrett Company (NYSE:SCX),Building Products ,Electronic Equipment & Instruments ,"Cutlery, handtools, and general hardware (3420)","Measuring, analyzing, and control instruments; photographic, medical, and optical goods; and watches and clocks (3800)",Industrials,Capital Goods,Machinery,Industrial Machinery,3072001,Machinery Components,(Invalid Subsector ID),3420,"Cutlery, handtools, and general hardware",Public Company,20106020,Metalworking Machinery Manufacturing (33351)
NasdaqGS:ISSC,"Innovative Solutions and Support, Inc. (NasdaqGS:ISSC)",0,0,0,0,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,3021100,"Aircraft Systems, Components and Equipment",(Invalid Subsector ID),3577,Computer peripheral equipment,Public Company,20101010,0
TSX:P,Primero Mining Corp. (TSX:P),Gold ,Silver ,Gold ores (1041),Silver ores (1044),Materials,Materials,Metals and Mining,Gold,2053010,Gold Ores,(Invalid Subsector ID),1040,Gold and silver ores,Public Company,15104030,Gold Ore Mining (212221)
AMEX:MYO,"Myomo, Inc. (AMEX:MYO)",0,0,0,0,Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021200,Therapeutic Devices,(Invalid Subsector ID),3845,Electromedical equipment,Public Company,35101010,0
NasdaqCM:LPTH,"LightPath Technologies, Inc. (NasdaqCM:LPTH)",Communications Equipment ,0,Telephone and telegraph apparatus (3661),0,Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Equipment and Instruments,0,0,(Invalid Subsector ID),3827,Optical instruments and lenses,Public Company,45203010,Telephone Apparatus Manufacturing (334210)
NasdaqGM:TACT,TransAct Technologies Incorporated (NasdaqGM:TACT),"Technology Hardware, Storage and Peripherals ",Diversified Support Services ,Computer peripheral equipment (3577),Miscellaneous repair services (7600),Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals",8121100,Personal Computers And Accessories,(Invalid Subsector ID),3577,Computer peripheral equipment,Public Company,45202030,Computer Terminal and Other Computer Peripheral Equipment Manufacturing (334118)
NasdaqCM:DLHC,DLH Holdings Corp. (NasdaqCM:DLHC),Air Freight & Logistics ,Air Freight & Logistics ,Miscellaneous services incidental to transportation (4780),Miscellaneous services incidental to transportation (4780),Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services,3113600,Human Resources and Personnel Management,(Invalid Subsector ID),8090,Miscellaneous health and allied services,Public Company,20202010,Other Support Activities for Transportation (48899)
NasdaqCM:CUR,"Neuralstem, Inc. (NasdaqCM:CUR)",Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NasdaqCM:DVCR,"Diversicare Healthcare Services, Inc. (NasdaqCM:DVCR)",Health Care Facilities ,Healthcare Services ,Nursing and personal care (8059),Home health care services (8082),Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Healthcare Facilities,6033200,Assisted Living Facilities and Services,(Invalid Subsector ID),8051,Skilled nursing care facilities,Public Company,35102020,Continuing Care Retirement Communities (623311)
NasdaqCM:PFIE,"Profire Energy, Inc. (NasdaqCM:PFIE)",Oil & Gas Equipment & Services ,0,Oil and gas field machinery (3533),0,Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,1022100,Oil and Gas Machinery and Equipment,(Invalid Subsector ID),3533,Oil and gas field machinery,Public Company,10101020,Oil and Gas Field Machinery and Equipment Manufacturing (333132)
NasdaqGM:CCUR,Concurrent Computer Corporation (NasdaqGM:CCUR),"Technology Hardware, Storage and Peripherals ",Application Software ,Electronic computers (3571),Prepackaged software (7372),Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals",8121300,Servers,(Invalid Subsector ID),3571,Electronic computers,Public Company,45202030,Electronic Computer Manufacturing (334111)
NYSE:ROYT,Pacific Coast Oil Trust (NYSE:ROYT),Oil & Gas Exploration & Production ,0,Crude petroleum and natural gas (1311),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Oil and Gas Extraction (21111)
NasdaqGM:FLKS,"Flex Pharma, Inc. (NasdaqGM:FLKS)",Pharmaceuticals ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
NasdaqGM:NOVN,"Novan, Inc. (NasdaqGM:NOVN)",Pharmaceuticals ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
NasdaqGS:EVLV,EVINE Live Inc. (NasdaqGS:EVLV),0,0,0,0,Consumer Discretionary,Retailing,Internet and Direct Marketing Retail,Internet and Direct Marketing Retail,4421100,Catalog Specialty Retail,(Invalid Subsector ID),5961,Catalog and mail-order houses,Public Company,25502020,0
NasdaqCM:MARK,"Remark Holdings, Inc. (NasdaqCM:MARK)",Internet Software & Services ,Home Entertainment Software ,Information retrieval services (7375),Prepackaged software (7372),Information Technology,Software and Services,Internet Software and Services,Internet Software and Services,8021200,Online Services,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45101010,"Data Processing, Hosting, and Related Services (518)"
NasdaqGM:ANCB,Anchor Bancorp (NasdaqGM:ANCB),Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6036,"Savings institutions, except federal",Public Company,40101015,Commercial Banking (522110)
AMEX:SYN,"Synthetic Biologics, Inc. (AMEX:SYN)",Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NasdaqCM:TANH,Tantech Holdings Ltd (NasdaqCM:TANH),Household Products ,Household Products ,"Soap, detergents, cleaning preperations, perfumes, cosmetics, and other toilet preperations (2840)","Soap, detergents, cleaning preperations, perfumes, cosmetics, and other toilet preperations (2840)",Materials,Materials,Chemicals,Commodity Chemicals,2021100,Industrial Inorganic Chemicals,(Invalid Subsector ID),2860,Industrial organic chemicals,Public Company,15101010,Soap and Cleaning Compound Manufacturing (32561)
NasdaqGM:SKIS,"Peak Resorts, Inc. (NasdaqGM:SKIS)",Leisure Facilities ,"Hotels, Resorts & Cruise Lines ",Miscellaneous amusement and recreation services (7990),"Hotels, rooming houses, camps, and other lodging places (7000)",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Leisure Facilities,4213200,Sports and Related Services,(Invalid Subsector ID),7990,Miscellaneous amusement and recreation services,Public Company,25301030,Other Amusement and Recreation Industries (7139)
NasdaqGM:XELB,"Xcel Brands, Inc. (NasdaqGM:XELB)",Advertising ,"Apparel, Accessories & Luxury Goods ",Management consulting services (8742),Apparel and other finished products made from fabrics and similar materials (2300),Consumer Discretionary,Media,Media,Advertising,0,0,(Invalid Subsector ID),6794,Patent owners and lessors,Public Company,25401010,Marketing Consulting Services (541613)
NasdaqCM:POLA,"Polar Power, Inc. (NasdaqCM:POLA)",Heavy Electrical Equipment ,0,Motors and generators (3621),0,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,3052100,Power Generation Equipment,(Invalid Subsector ID),3621,Motors and generators,Public Company,20104020,Electrical Equipment Manufacturing (33531)
NasdaqCM:PBIB,"Porter Bancorp, Inc. (NasdaqCM:PBIB)",Regional Banks ,0,State commercial banks (6022),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:ECYT,"Endocyte, Inc. (NasdaqGS:ECYT)",Pharmaceuticals ,0,Pharmaceutical preparations (2834),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35202010,Pharmaceutical Preparation Manufacturing (325412)
NYSE:HHS,"Harte Hanks, Inc. (NYSE:HHS)",Advertising ,Advertising ,Management consulting services (8742),Direct mail advertising services (7331),Consumer Discretionary,Media,Media,Advertising,4311200,Broadcast Advertising,(Invalid Subsector ID),7331,Direct mail advertising services,Public Company,25401010,Marketing Consulting Services (541613)
NasdaqGS:BBRG,"Bravo Brio Restaurant Group, Inc. (NasdaqGS:BBRG)",Restaurants ,0,Eating places (5812),0,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,4214100,Full Service Restaurants,(Invalid Subsector ID),5812,Eating places,Public Company,25301040,Full-Service Restaurants (722511)
NasdaqCM:HMTA,HomeTown Bankshares Corporation (NasdaqCM:HMTA),Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
AMEX:ATNM,"Actinium Pharmaceuticals, Inc. (AMEX:ATNM)",Biotechnology ,0,Biological products except diagnostic (2836),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NasdaqGM:HPJ,"Highpower International, Inc. (NasdaqGM:HPJ)",Electrical Components & Equipment ,Consumer Electronics ,"Miscellaneous electrical machinery, equipment, and supplies (3690)",Electronic components  (3679),Industrials,Capital Goods,Electrical Equipment,Electrical Components and Equipment,3051300,Batteries,(Invalid Subsector ID),3690,"Miscellaneous electrical machinery, equipment, and supplies",Public Company,20104010,Battery Manufacturing (33591)
NasdaqGM:AGLE,"Aeglea Biotherapeutics, Inc. (NasdaqGM:AGLE)",Pharmaceuticals ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Pharmaceutical and Medicine Manufacturing (32541)
NasdaqCM:EVOL,"Evolving Systems, Inc. (NasdaqCM:EVOL)",Application Software ,Application Software ,Prepackaged software (7372),Prepackaged software (7372),Information Technology,Software and Services,Software,Application Software,8041350,Enterprise Software,(Invalid Subsector ID),7371,Computer programming services,Public Company,45103010,Software Publishers (511210)
NasdaqCM:IMMY,"Imprimis Pharmaceuticals, Inc. (NasdaqCM:IMMY)",Pharmaceuticals ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
NasdaqGM:XENE,Xenon Pharmaceuticals Inc. (NasdaqGM:XENE),Biotechnology ,0,Biological products except diagnostic (2836),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Pharmaceutical Preparation Manufacturing (325412)
NasdaqGM:EGLT,Egalet Corporation (NasdaqGM:EGLT),Pharmaceuticals ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
TSX:TNX,Tanzanian Royalty Exploration Corporation (TSX:TNX),Gold ,Precious Metals & Minerals ,Gold ores (1041),Metal ores (1099),Materials,Materials,Metals and Mining,Gold,2053010,Gold Ores,(Invalid Subsector ID),1040,Gold and silver ores,Public Company,15104030,Gold Ore Mining (212221)
NasdaqGS:NIHD,"NII Holdings, Inc. (NasdaqGS:NIHD)",Wireless Telecommunication Services ,Wireless Telecommunication Services ,Radiotelephone communications (4812),Radiotelephone communications (4812),Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,9031200,Cellular Services,(Invalid Subsector ID),4812,Radiotelephone communications,Public Company,50102010,Wireless Telecommunications Carriers (except Satellite) (517210)
NasdaqCM:UBCP,"United Bancorp, Inc. (NasdaqCM:UBCP)",Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqCM:EMCF,Emclaire Financial Corp. (NasdaqCM:EMCF),Regional Banks ,Asset Management & Custody Banks ,Commercial banks (6020),Investment advice (6282),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqCM:NTRP,"Neurotrope, Inc. (NasdaqCM:NTRP)",Health Care Equipment ,Biotechnology ,"Surgical, medical, and dental instruments and supplies (3840)",Biological products except diagnostic (2836),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Electromedical and Electrotherapeutic Apparatus Manufacturing (334510)
NasdaqGS:PATI,"Patriot Transportation Holding, Inc. (NasdaqGS:PATI)",Trucking ,Oil & Gas Storage & Transportation ,"Trucking and courier services, except air (4210)",Water transportation of freight  (4449),Industrials,Transportation,Road and Rail,Trucking,0,0,(Invalid Subsector ID),4213,"Trucking, except local",Public Company,20304020,Truck Transportation (484)
NasdaqCM:INTG,The InterGroup Corporation (NasdaqCM:INTG),Real Estate Operating Companies ,0,Real estate operators (except developers) and lessors (6510),0,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies,7312200,Real Estate Management Services,(Invalid Subsector ID),7011,Hotels and motels,Public Company,60102020,Lessors of Real Estate (5311)
NasdaqCM:GWGH,"GWG Holdings, Inc. (NasdaqCM:GWGH)",Life & Health Insurance ,0,Life insurance (6311),0,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance,7113200,Credit Agencies,(Invalid Subsector ID),6799,Investors,Public Company,40201040,Direct Life Insurance Carriers (524113)
NasdaqCM:OTIV,On Track Innovations Ltd. (NasdaqCM:OTIV),"Technology Hardware, Storage and Peripherals ",0,Computer storage devices (3572),0,Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals",0,0,(Invalid Subsector ID),3577,Computer peripheral equipment,Public Company,45202030,Computer Storage Device Manufacturing (334112)
NasdaqCM:ATOM,Atomera Incorporated (NasdaqCM:ATOM),Semiconductor Equipment ,0,Special industry machinery (3559),0,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3674,Semiconductors and related devices,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NasdaqCM:LFVN,Lifevantage Corporation (NasdaqCM:LFVN),Personal Products ,Personal Products ,Pharmaceutical preparations (2834),"Soap, detergents, cleaning preperations, perfumes, cosmetics, and other toilet preperations (2840)",Consumer Staples,Household and Personal Products,Personal Products,Personal Products,5221200,Beauty Care Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,30302010,Pharmaceutical Preparation Manufacturing (325412)
AMEX:NBY,"NovaBay Pharmaceuticals, Inc. (AMEX:NBY)",Pharmaceuticals ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
NYSE:NRT,North European Oil Royalty Trust (NYSE:NRT),Oil & Gas Exploration & Production ,0,Crude petroleum and natural gas (1311),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,0,0,(Invalid Subsector ID),6792,Oil royalty traders,Public Company,10102020,Crude Petroleum and Natural Gas Extraction (211111)
NasdaqGM:PPIH,"Perma-Pipe International Holdings, Inc. (NasdaqGM:PPIH)",Industrial Machinery ,Diversified Support Services ,General industrial machinery (3569),Miscellaneous repair services (7600),Industrials,Capital Goods,Machinery,Industrial Machinery,0,0,(Invalid Subsector ID),3490,Miscellaneous fabricated metal products,Public Company,20106020,All Other Miscellaneous General Purpose Machinery Manufacturing (333999)
NasdaqCM:CRWS,"Crown Crafts, Inc. (NasdaqCM:CRWS)",0,0,0,0,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods",Textiles,4133300,Linens and Bedding,(Invalid Subsector ID),2211,"Broadwoven fabric mills, cotton",Public Company,25203030,0
NasdaqGM:TWMC,Trans World Entertainment Corporation (NasdaqGM:TWMC),Specialty Stores ,Computer & Electronics Retail ,Record and prerecorded tape stores (5735),"Radio, Television, and electronic stores (5731)",Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,4444550,Music Stores,(Invalid Subsector ID),5735,Record and prerecorded tape stores,Public Company,25504040,Electronics Stores (443142)
NasdaqCM:CLIR,ClearSign Combustion Corporation (NasdaqCM:CLIR),Electronic Equipment & Instruments ,0,"Measuring, analyzing, and control instruments; photographic, medical, and optical goods; and watches and clocks (3800)",0,Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Equipment and Instruments,0,0,(Invalid Subsector ID),3823,Process control instruments,Public Company,45203010,Electromedical and Electrotherapeutic Apparatus Manufacturing (334510)
NasdaqCM:NEON,Neonode Inc. (NasdaqCM:NEON),Electronic Manufacturing Services ,0,Electronic components and accessories (3670),0,Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Manufacturing Services,8132200,Outsourced Technology Manufacturing Services,(Invalid Subsector ID),3663,Radio and Television communications equipment,Public Company,45203020,Semiconductor and Other Electronic Component Manufacturing (33441)
NasdaqGM:NAUH,"National American University Holdings, Inc. (NasdaqGM:NAUH)",Education Services ,0,Educational services (8200),0,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,3112401,Schools,(Invalid Subsector ID),8200,Educational services,Public Company,25302010,Educational Services (611)
NasdaqGM:PSDV,pSivida Corp. (NasdaqGM:PSDV),Biotechnology ,Pharmaceuticals ,Commercial physical research (8731),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35203010,Pharmaceutical Preparation Manufacturing (325412)
NasdaqGS:SMRT,"Stein Mart, Inc. (NasdaqGS:SMRT)",Apparel Retail ,Apparel Retail ,Apparel and accessory stores (5600),Men's and boys' clothing stores (5611),Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,0,0,(Invalid Subsector ID),5651,Family clothing stores,Public Company,25504010,Clothing Stores (4481)
ASX:SEA,Sundance Energy Australia Limited (ASX:SEA),Oil & Gas Exploration & Production ,0,Crude petroleum and natural gas (1311),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Oil and Gas Extraction (21111)
NasdaqCM:FLL,"Full House Resorts, Inc. (NasdaqCM:FLL)",Casinos & Gaming ,0,Amusement and recreation (7999),0,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Casinos and Gaming,4211100,Casinos,(Invalid Subsector ID),7990,Miscellaneous amusement and recreation services,Public Company,25301010,Casinos (except Casino Hotels) (713210)
NYSE:AXR,AMREP Corporation (NYSE:AXR),Distributors ,0,"Books, periodicals, and newspapers (5192)",0,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services,3211600,Warehousing and Storage,(Invalid Subsector ID),7389,Business services,Public Company,20201070,"Book, Periodical, and Newspaper Merchant Wholesalers (424920)"
NasdaqCM:GPIA,GP Investments Acquisition Corp. (NasdaqCM:GPIA),Asset Management & Custody Banks ,0,Investment offices (6720),0,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,0,0,(Invalid Subsector ID),9995,Non-operating establishments,Public Company,40203010,Other Financial Vehicles (525990)
NasdaqCM:FCSC,"Fibrocell Science, Inc. (NasdaqCM:FCSC)",Personal Products ,0,Toilet preparations (2844),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Toilet Preparation Manufacturing (325620)
NasdaqCM:CFRX,ContraFect Corporation (NasdaqCM:CFRX),Biotechnology ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,6111300,Protein and Genome Sequence Products,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Pharmaceutical and Medicine Manufacturing (32541)
NasdaqCM:ICCH,"ICC Holdings, Inc. (NasdaqCM:ICCH)",0,0,0,0,Financials,Insurance,Insurance,Property and Casualty Insurance,7214100,Casualty,(Invalid Subsector ID),6331,"Fire, marine, and casualty insurance",Public Company,40301040,0
AMEX:GVP,"GSE Systems, Inc. (AMEX:GVP)",Application Software ,IT Consulting & Other Services ,Prepackaged software (7372),Computer related services (7379),Information Technology,Software and Services,Software,Application Software,8041350,Enterprise Software,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103010,Software Publishers (511210)
NYSE:PN,"Patriot National, Inc. (NYSE:PN)",Insurance Brokers ,0,"Insurance agents, brokers, and service (6411)",0,Financials,Insurance,Insurance,Insurance Brokers,0,0,(Invalid Subsector ID),6411,"Insurance agents, brokers, and service",Public Company,40301010,Third Party Administration of Insurance and Pension Funds (524292)
NasdaqCM:SNSS,"Sunesis Pharmaceuticals, Inc. (NasdaqCM:SNSS)",Biotechnology ,0,Biological products except diagnostic (2836),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,6111300,Protein and Genome Sequence Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NYSE:WMLP,"Westmoreland Resource Partners, LP (NYSE:WMLP)",Coal & Consumable Fuels ,0,Bituminous coal and lignite mining (1220),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Coal and Consumable Fuels,2052003,Bituminous Coal And Lignite Mining,(Invalid Subsector ID),1220,Bituminous coal and lignite mining,Public Company,10102050,Coal Mining (21211)
NasdaqGM:CZFC,Citizens First Corporation (NasdaqGM:CZFC),Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:JNP,"Juniper Pharmaceuticals, Inc. (NasdaqGS:JNP)",Pharmaceuticals ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
