month,raw_string,spend,company_name,symbol
2016-06-01,BURGER KING #10675,453,Burger King,QSR-TSE
2015-04-01,SAFEWAY  STORE  1480,745,Safeway,Alberstons
2015-10-01,CATO #569,1270,Cato,CATO
2014-09-01,LOWES #02691*,42773,Lowe's,LOW
2015-04-01,BED BATH & BEYOND #511,5093,Bed Bath & beyond,BBBY
2014-07-01,SUPER 8 INN AND SUITES,2383,Super 8,WYN
2014-02-01,CENTURY THEATRES 466,8064,Century Theaters,CNK
2014-10-01,TACO BELL #20962,3486,Taco Bell,YUM
2016-02-01,APPLEBEES 935308100026,2272,Applebee's Neighborhood Bar & Grill,DIN
2016-05-01,MCDONALDS  F2512,1355,McDonalds Corporation,MCD
2016-07-01,THE HOME DEPOT 654,17734,Home Depot,HD
2014-09-01,MCDONALD'S F16426,312,McDonalds Corporation,MCD
2016-03-01,MCDONALD'S F7199,133,McDonalds Corporation,MCD
2016-03-01,MCDONALD'S F1837,1291,McDonalds Corporation,MCD
2014-05-01,VICTORIA'S SECRET 0159,1227,Victoria's Secret,LB
2016-05-01,STEIN-MART #0028,16720,"Stein Mart, Inc.",SMRT
2016-05-01,STAPLES       00109512,5380,Staples,SPLS
2014-09-01,AUTOZONE #3396,935,Autozone,AZO
2014-12-01,MCDONALD'S F31603,784,McDonalds Corporation,MCD
2016-02-01,PAPA JOHN'S #00415,574,"Papa John's International, Inc.",PZZA
2016-02-01,OREILLY AUTO  00004234,1449,"O Reilly Automotive, Inc.",ORLY
2015-03-01,FOOD LION #2534,10447,Food Lion,AD-AMS
2013-11-01,STARBUCKS  08681 SPOKANE,853,Starbuck's,SBUX
2016-05-01,FAMILY DOLLAR  9304,567,Family Dollar,DLTR
2015-08-01,STARBUCKS #05534 PHOENIX,766,Starbuck's,SBUX
2014-11-01,"CHUY'S JACKSONVILLE, NC",2094,Chuy's,CHUY
2014-04-01,PAPA JOHN'S #00514,269,"Papa John's International, Inc.",PZZA
2015-03-01,JOURNEYS #1020,1687,Journeys,GCO
2016-04-01,WALGREENS #9925,2886,Walgreens,WBA
2014-12-01,WAL-MART SUPERCENTER#2494,1765,"Wal-Mart Stores, Inc.",WMT
2016-05-01,CVS/PHARMACY #09578,2539,CVS Pharmacy,CVS
2016-07-01,FAMILY DOLLAR #5190,325,Family Dollar,DLTR
2014-06-01,DEL TACO 0395,285,Del Taco,TACO
2015-10-01,LOWES #02255*,26488,Lowe's,LOW
2015-05-01,CHIPOTLE 1211,869,Chipotle,CMG
2016-03-01,DUNKIN #339351     Q35,114,Dunkin' Donuts,DNKN
2014-01-01,REEBOK STORE 168,1119,Reebok,ADS-ETR
2013-12-01,MCDONALD'S F5475,262,McDonalds Corporation,MCD
2014-09-01,PANERA BREAD #601697,728,Panera Bread Company,PNRA
2014-10-01,JCPENNEY 2768,1138,"J.C Penney Company, Inc.",JCP
2014-06-01,STARBUCKS #06919 GREELEY,1809,Starbuck's,SBUX
2014-02-01,BANANA REPUBLIC 8313,813,Banana Republic,GPS
2014-02-01,BANANA REPUBLIC 8313,813,Banana Republic,GPS
2014-11-01,BATH & BODY WORKS 0753,5294,Bath & Body Works,LB
2014-11-01,VICTORIA'S SECRET 0500,13139,Victoria's Secret,LB
2016-05-01,MCDONALD'S F22325,1810,McDonalds Corporation,MCD
2016-07-01,STAPLES       00105197,5749,Staples,SPLS
2015-05-01,VERIZON WRLS 22793-01,8285,Verizon Wireless,VZ
2014-06-01,OLD NAVY #6474,6181,Old Navy,GPS
2015-04-01,KANGAROO EXP # 3092,905,Kangaroo Express,ATD.B-TSE
2014-07-01,DUNKIN #345572     Q35,145,Dunkin' Donuts,DNKN
2015-12-01,KOHL'S #1365,24192,Kohl's,KSS
2015-04-01,OREILLY AUTO  00048769,2767,"O Reilly Automotive, Inc.",ORLY
2015-04-01,MARSHALLS #0285,7177,Marshalls,TJX
2016-07-01,GAMESTOP #2469,697,Gamestop,GME
2014-01-01,KWIK SHOP #0680    Q79,5394,Kwik Shop,KR
2016-03-01,BED BATH & BEYOND #778,1524,Bed Bath & beyond,BBBY
2015-04-01,ULTA #1046,4934,"Ulta Salon, Cosmetics & Fragrance, Inc.",ULTA
2014-07-01,DOLLAR GENERAL #14790,267,Dollar General Corporation,DG
2013-11-01,VERIZON WRLS M9184-01,8652,Verizon Wireless,VZ
2014-03-01,PUBLIX #264,11082,Publix Super Markets,PUSH
2016-01-01,CONVERSE # 19,924,Converse,NKE
2013-12-01,OREILLY AUTO  00025536,4498,"O Reilly Automotive, Inc.",ORLY
2015-01-01,JCPENNEY 2433,10922,"J.C Penney Company, Inc.",JCP
2015-06-01,TARGET        00014803 PLANTATION   FLUS,833,Target Corporation,TGT
2013-12-01,APPLEBEES 810897881882,590,Applebee's Neighborhood Bar & Grill,DIN
2016-01-01,CIRCLE K PANTRY,158,Circle K,ATD.B-TSE
2015-04-01,DOLLAR-GENERAL #4587,581,Dollar General Corporation,DG
2013-11-01,DOLLAR-GENERAL MKT #1,773,Dollar General Corporation,DG
2014-02-01,TARGET        00027375,7900,Target Corporation,TGT
2016-03-01,ZUMIEZ #352,475,Zumiez,ZUMZ
2014-02-01,MCDONALD'S F25420,194,McDonalds Corporation,MCD
2016-04-01,BURGER KING #18929,189,Burger King,QSR-TSE
2015-04-01,HOMEGOODS #391,33158,HomeGoods,TJX
2015-02-01,TACO BELL #17325,121,Taco Bell,YUM
2014-12-01,WM SUPERCENTER #2499,6829,"Wal-Mart Stores, Inc.",WMT
2015-04-01,TURKEY HILL #0210,445,Turkey Hill,KR
2016-02-01,DUNKIN #302724     Q35,215,Dunkin' Donuts,DNKN
2014-07-01,DD/BR #330620      Q35,448,Dunkin' Donuts,DNKN
2015-05-01,DOLLAR-GENERAL #7593,206,Dollar General Corporation,DG
2014-07-01,COSTCO WHSE #0205 0000000,4495,Costco,COST
2016-02-01,BURGER KING #3010  Q07,126,Burger King,QSR-TSE
2015-03-01,AAFES CAMP CASEY POPEYES,783,"Popeyes Louisiana Kitchen, Inc.",QSR-TSE
2015-03-01,AAFES CAMP CASEY POPEYES,783,"Popeyes Louisiana Kitchen, Inc.",PLKI
2014-11-01,J CREW RETAIL #808,2933,J. Crew,JCG
2015-08-01,MCDONALD'S F6637,469,McDonalds Corporation,MCD
2015-09-01,BOOT BARN #86,4561,"Boot Barn Holdings, Inc.",BOOT
2016-04-01,TACO BELL #29419,538,Taco Bell,YUM
2016-02-01,THE HOME DEPOT 6515,35712,Home Depot,HD
2014-08-01,BOJANGLES 41,2256,Bojangles,BOJA
2016-02-01,SONIC #5507,369,Sonic Corp.,SONC
2015-01-01,MCDONALD'S F5650,1364,McDonalds Corporation,MCD
2015-03-01,AUTOZONE  1634,1897,Autozone,AZO
2015-04-01,WALGREENS #6142,4955,Walgreens,WBA
2014-06-01,DD/BR #304246      Q35,430,Dunkin' Donuts,DNKN
2016-06-01,JUSTICE #1067,1067,Justice,ASNA
2016-05-01,KMART 4770,2211,K Mart,SHLD
2016-05-01,KMART 4770,2211,K Mart,SHLD
2016-05-01,COACH INC 4601,2473,Coach,COH
2016-01-01,WALGREENS #4888,4489,Walgreens,WBA
2016-02-01,TRACTOR-SUPPLY-CO #0548,4731,Tractor Supply Company,TSCO
2015-10-01,DOLLAR GENERAL #15709,632,Dollar General Corporation,DG
2015-05-01,WAL-MART #5814,42747,"Wal-Mart Stores, Inc.",WMT
2015-12-01,AUTOZONE #2406,2325,Autozone,AZO
2016-02-01,WM SUPERCENTER #2828,9705,"Wal-Mart Stores, Inc.",WMT
2016-07-01,BURGER KING #2591,123,Burger King,QSR-TSE
2015-01-01,JACK IN THE BOX #1168,1328,Jack in the Box Inc.,JACK
2016-05-01,DENNY'S #7972,272,Denny's,DENN
2013-11-01,POPEYE'S 10868,229,"Popeyes Louisiana Kitchen, Inc.",QSR-TSE
2013-11-01,POPEYE'S 10868,229,"Popeyes Louisiana Kitchen, Inc.",PLKI
2015-01-01,PUBLIX SUPERMARKETS #1,20500,Publix Super Markets,PUSH
2015-03-01,AUTOZONE #3328,690,Autozone,AZO
2015-05-01,SONIC #2970        US,2235,Sonic Corp.,SONC
2015-02-01,CVS/PHARMACY #09242,9568,CVS Pharmacy,CVS
2014-02-01,AUTOZONE #2419,1837,Autozone,AZO
2014-12-01,DEL TACO #1124,274,Del Taco,TACO
2016-02-01,DENNY'S #8656,350,Denny's,DENN
2014-09-01,APPLEBEES 805730434252,1271,Applebee's Neighborhood Bar & Grill,DIN
2015-09-01,CVS/PHARMACY #09497,6849,CVS Pharmacy,CVS
2015-10-01,KFC K071112   38311122,554,KFC,YUM
2016-03-01,WALGREENS #13611,3014,Walgreens,WBA
2015-06-01,MCDONALD'S F26246,691,McDonalds Corporation,MCD
2016-05-01,A EAGLE OUTFTR00020453,3330,American Eagle Outfitters,AEO
2015-11-01,TJMAXX #0443,1135,T.J. Maxx,TJX
2015-12-01,TARGET SANFORD 1966,699,Target Corporation,TGT
2014-08-01,BONEFISH 7020,4602,Bonefish Grill,BLMN
2015-08-01,JAMBA JUICE 0155 QSR,1226,Jamba Juice,JMBA
2016-06-01,JACK IN THE BOX #8430,2273,Jack in the Box Inc.,JACK
2015-08-01,EMBASSY SUITES-HAMPTON,12703,Embassy Suites,HLT
2016-04-01,WAL-MART SUPERCENTER 4161,1016,"Wal-Mart Stores, Inc.",WMT
2014-03-01,BUFFALO WILD WINGS WES,8971,Buffalo Wild Wings,BWLD
2016-06-01,RED ROBIN NO 157,4947,Red Robin Gourmet Burgers,RRGB
2014-07-01,THE PUMA STORE,17862,Puma,KER-PAR
2016-06-01,JAMBA JUICE #330,1137,Jamba Juice,JMBA
2015-03-01,LA QUINTA INNS  0556,4508,La Quinta Inn & Suites,LQ
2015-02-01,STARBUCKS #13498 GULFPORT,329,Starbuck's,SBUX
2014-11-01,LOWES #02806*,21363,Lowe's,LOW
2014-06-01,TJMAXX #0008,1752,T.J. Maxx,TJX
2014-03-01,PIZZA HUT #009953,283,Pizza Hut,YUM
2016-01-01,STARBUCKS #10564 DURHAM,1499,Starbuck's,SBUX
2014-12-01,STARBUCKS #11956 APOPKA,573,Starbuck's,SBUX
2016-03-01,CATO #702,1154,Cato,CATO
2016-07-01,HOWARD JOHNSON GIFT SHOP,234,Howard Johnson,WYN
2014-01-01,WHOLEFDS PHL 10067,54140,"Whole Foods Market, Inc.",WFM
2014-03-01,TEXAS RDHSEFT WAYNE L,11604,"Texas Roadhouse, Inc.",TXRH
2014-07-01,GIANT 6330,30800,Giant,AD-AMS
2015-05-01,PAPA JOHN'S 01192,319,"Papa John's International, Inc.",PZZA
2013-11-01,NORDSTROM-RACK #0338,108764,Nordstrom,JWN
2015-09-01,AUTOZONE #4783,1564,Autozone,AZO
2015-01-01,FAMILY DOLLAR #7881,323,Family Dollar,DLTR
2015-07-01,KFC #189,1075,KFC,YUM
2015-08-01,THE HOME DEPOT 3862    PIQUA        OHUS,1097,Home Depot,HD
2015-03-01,CVS/PHARMACY #03200,2679,CVS Pharmacy,CVS
2015-03-01,SONIC #4685,820,Sonic Corp.,SONC
2014-08-01,AT&T S231 4031,5490,AT&T,T
2016-07-01,OFFICEMAX OFFICE DEPOT65,1814,Office Depot,ODP
2016-06-01,OLIVE GARDEN 100017244,3771,Olive Garden,DRI
2014-11-01,DOLLAR-GENERAL #6395,343,Dollar General Corporation,DG
2015-08-01,MCDONALD'S F3397,956,McDonalds Corporation,MCD
2015-06-01,PANERA BREAD #4337,785,Panera Bread Company,PNRA
2014-06-01,AEROPOSTALE #1014,586,Aeropostale,AROPQ
2015-06-01,BEST BUY MHT  00006643,26251,Best Buy,BBY
2014-03-01,TJMAXX #0602,3051,T.J. Maxx,TJX
2015-11-01,SPROUTS FARMERS MKT #15 0,1029,"Sprouts Farmers Markets, Inc.",SFM
2014-05-01,FOOTACTION 57171,2291,Footaction,FL
2014-04-01,COUNTY MARKET #9318,825,Country Market,SVU
2015-11-01,DOMINO'S 1919,3039,"Domino's Pizza, Inc.",DPZ
2014-10-01,STARBUCKS  13852 EDWARDS,266,Starbuck's,SBUX
2015-04-01,MCDONALD'S F28960,164,McDonalds Corporation,MCD
2015-07-01,CATO #436,1259,Cato,CATO
2014-12-01,LANE BRYANT   00063016,655,Lane Bryant,ASNA
2016-07-01,THE HOME DEPOT #3322,49772,Home Depot,HD
2013-12-01,WALGREENS #10714,1014,Walgreens,WBA
2016-05-01,MCDONALD'S F31226,707,McDonalds Corporation,MCD
2014-09-01,DOLLAR-GENERAL #2565,433,Dollar General Corporation,DG
2014-09-01,OREILLY AUTO  00036269,676,"O Reilly Automotive, Inc.",ORLY
2016-05-01,GNC#06700,1466,GNC,GNC
2015-09-01,STARBUCKS #09668 GARLAND,375,Starbuck's,SBUX
2014-09-01,MCDONALD'S F10242,743,McDonalds Corporation,MCD
2014-09-01,MCDONALD'S F14896,3166,McDonalds Corporation,MCD
2016-07-01,BARNES & NOBLE #2914,6869,Barnes & Noble Booksellers,BKS
2014-05-01,BASKIN #360123     Q35,489,Baskin-Robbins,DNKN
2016-04-01,MOTHERHOOD    00019422,3421,Motherhood Maternity,DEST
2016-04-01,MARRIOTT ST THOMAS,31476,Marriott Hotels,MAR
2015-11-01,COST PLUS WLD #169,10141,Cost Plus,BBBY
2015-06-01,SONIC DRIVE IN #4405,756,Sonic Corp.,SONC
2015-04-01,MCDONALD'S F3576,1241,McDonalds Corporation,MCD
2014-12-01,NOODLES & CO 730,480,Noodles & Company,NDLS
2016-06-01,WALGREENS #6941,4156,Walgreens,WBA
2015-08-01,BASKIN #348618     Q35,157,Baskin-Robbins,DNKN
2015-11-01,MCDONALD'S F12516,485,McDonalds Corporation,MCD
2016-07-01,WAL-MART #7072,1775,"Wal-Mart Stores, Inc.",WMT
2015-04-01,SALLY BEAUTY 10368,252,Sally Beauty Supply,SBH
2013-12-01,GAMESTOP #4340,2715,Gamestop,GME
2014-03-01,WALGREENS #12513,1543,Walgreens,WBA
2014-12-01,CHILI`S WOODSTOCK,1720,Chili's Grill & Bar,EAT
2015-05-01,RUBY TUESDAY #3613,5190,Ruby Tuesday,RT
2015-03-01,BURGER KING #8816,1599,Burger King,QSR-TSE
2015-03-01,OREILLY AUTO  00029868,524,"O Reilly Automotive, Inc.",ORLY
2014-11-01,BARNES & NOBLE #2112,13658,Barnes & Noble Booksellers,BKS
2014-06-01,SUPERCUTS 80281,557,Supercuts,RGS
2015-09-01,FAMILY DOLLAR #1265,503,Family Dollar,DLTR
2015-03-01,OREILLY AUTO  00021089,890,"O Reilly Automotive, Inc.",ORLY
2014-10-01,FOGO DE CHAO BOSTON,3595,"Fogo de Chao, Inc.",FOGO
2015-08-01,WALGREENS #4151,953,Walgreens,WBA
2015-05-01,RITE AID STORE #10318,524,Rite Aid,RAD
2014-01-01,JOS. A. BANK #785,1811,Jos.A.Bank,TLRD
2014-07-01,KMART 3874,5136,K Mart,SHLD
2014-07-01,KMART 3874,5136,K Mart,SHLD
2016-07-01,CVS/PHARMACY #04291,1013,CVS Pharmacy,CVS
2014-12-01,KFC J242005   47020052,1127,KFC,YUM
2015-09-01,CHICO'S #1159,2604,Chico's,CHS
2016-05-01,BATH & BODY WORKS 0923,2387,Bath & Body Works,LB
2014-05-01,PF GREENVILLE,257,Planet Fitness,PLNT
2014-02-01,TACO BELL #18678,1546,Taco Bell,YUM
2014-08-01,WENDYS 25,390,Wendy's,WEN
2015-06-01,PIZZA HUT #23459,1395,Pizza Hut,YUM
2015-06-01,MCDONALD'S F10882,955,McDonalds Corporation,MCD
2014-02-01,WINGSTOP ZARZAMORA US,2241,Wingstop,WING
2016-07-01,TM *SLIPKNOT,20015,Ticketmaster,LMCA
2015-01-01,OREILLY AUTO  00028613,1709,"O Reilly Automotive, Inc.",ORLY
2014-11-01,KMART 7139,25104,K Mart,SHLD
2014-11-01,KMART 7139,25104,K Mart,SHLD
2015-08-01,WAL-MART SUPERCENTER 3533,706,"Wal-Mart Stores, Inc.",WMT
2015-09-01,DUNKIN #310307     Q35,585,Dunkin' Donuts,DNKN
2015-07-01,LOAF N JUG #0071,1643,Loaf 'N Jug,KR
2013-12-01,IHOP 1743     00017434,1068,IHOP,DIN
2016-03-01,TA GRAND JUNCTION,840,TA,TA
2015-04-01,SALLY BEAUTY #10225,527,Sally Beauty Supply,SBH
2014-03-01,DUNKIN #340231     Q35,161,Dunkin' Donuts,DNKN
2014-04-01,OREILLY AUTO  00013136,755,"O Reilly Automotive, Inc.",ORLY
2016-07-01,STARBUCKS #05619 SANTA CL,1388,Starbuck's,SBUX
2015-04-01,STARBUCKS #10081 LANCASTE,627,Starbuck's,SBUX
2015-10-01,WENDY'S #469,457,Wendy's,WEN
2014-10-01,OREILLY AUTO  00025262,376,"O Reilly Automotive, Inc.",ORLY
2015-10-01,DOLRTREE 4539 00045393,1098,Dollar Tree,DLTR
2016-07-01,TACO BELL #031418,9245,Taco Bell,YUM
2014-01-01,5DENNY'S #8665,953,Denny's,DENN
2014-04-01,GNC #07678,957,GNC,GNC
2014-09-01,IHOP 3003     00030031,956,IHOP,DIN
2014-08-01,FAMOUS FOOTWEAR #142229,3633,Famous Footwear,CAL
2015-01-01,DOMINO`S 4181,642,"Domino's Pizza, Inc.",DPZ
2014-07-01,SONIC #4373,164,Sonic Corp.,SONC
2015-03-01,WM SUPERCENTER #586,11084,"Wal-Mart Stores, Inc.",WMT
2015-07-01,BURGER KING #2359,882,Burger King,QSR-TSE
2014-03-01,WM SUPERCENTER #1298,22021,"Wal-Mart Stores, Inc.",WMT
2015-09-01,CHIPOTLE 1591,3699,Chipotle,CMG
2014-07-01,VICTORIA'S SECRET #1576,2118,Victoria's Secret,LB
2016-03-01,SAVE A LOT #786,1364,Save-A-Lot,SVU
2016-01-01,A EAGLE OUTFTR00003871,902,American Eagle Outfitters,AEO
2016-04-01,MCDONALD'S F31855,845,McDonalds Corporation,MCD
2016-01-01,THE CHILDRENS PLACE 1214,805,"Children's Place, Inc.",PLCE
2016-01-01,OFFICEMAX/OFFICEDEPOT6574,1570,Office Depot,ODP
2014-11-01,BURGER KING #924,1028,Burger King,QSR-TSE
2016-04-01,SONIC DRIVE IN #5520   GILBERT      AZUS,142,Sonic Corp.,SONC
2015-10-01,WAL-MART #2910,9168,"Wal-Mart Stores, Inc.",WMT
2015-07-01,JCPENNEY 2353,6241,"J.C Penney Company, Inc.",JCP
2016-04-01,IHOP 5433,759,IHOP,DIN
2014-11-01,WM SUPERCENTER #1977,23719,"Wal-Mart Stores, Inc.",WMT
2014-01-01,MACY*S EAST #0013,3079,Macy's Inc,M
2014-05-01,DOLLAR GENERAL #11141,420,Dollar General Corporation,DG
2016-03-01,DOLRTREE 4771 00047712,472,Dollar Tree,DLTR
2014-11-01,DOLLAR-GENERAL #4989,352,Dollar General Corporation,DG
2016-06-01,KOHL'S #0416,11015,Kohl's,KSS
2014-06-01,WALGREENS #13149,3048,Walgreens,WBA
2015-03-01,"LOWE'S OF OAKLAND PARK, F",1220,Lowe's,LOW
2014-08-01,SAFEWAY  STORE00015628,41454,Safeway,Alberstons
2014-01-01,DOMINO'S 5774,1599,"Domino's Pizza, Inc.",DPZ
2014-04-01,WM SUPERCENTER #1673,8050,"Wal-Mart Stores, Inc.",WMT
2014-11-01,SEARS HOMETOWN 3142,3614,Sears,SHLD
2014-11-01,LOWES #02245*,9855,Lowe's,LOW
2015-05-01,MW TUX #5272,1480,Men's Wearhouse,TLRD
2016-05-01,DOUBLETREE ROSWELL,11605,DoubleTree,HLT
2015-08-01,PAPA JOHN'S #03871,511,"Papa John's International, Inc.",PZZA
2016-05-01,MCDONALD'S F26331      GILBERT      AZUS,284,McDonalds Corporation,MCD
2014-10-01,TACO BELL #30658,3634,Taco Bell,YUM
2016-05-01,SUPER 8 MOTELS PLATTEVILL,1524,Super 8,WYN
2015-03-01,ANN TAYLOR LOFT #1820,1936,LOFT,ASNA
2016-02-01,SUPERCUTS 8012,253,Supercuts,RGS
2015-01-01,PRI MART #5,366,Primark,ABF-LON
2014-12-01,DOLLAR GENERAL #13716,1622,Dollar General Corporation,DG
2016-01-01,OLD NAVY US 3913,2495,Old Navy,GPS
2016-01-01,OLD NAVY US 3913,2495,Old Navy,GPS
2014-02-01,FRANCESCAS COLLECTIONS 06,15724,Francesca's,FRAN
2015-04-01,WM SUPERCENTER #5144,14142,"Wal-Mart Stores, Inc.",WMT
2016-01-01,POPEYES 00877,872,"Popeyes Louisiana Kitchen, Inc.",QSR-TSE
2016-01-01,POPEYES 00877,872,"Popeyes Louisiana Kitchen, Inc.",PLKI
2014-10-01,TACO BELL #019909,430,Taco Bell,YUM
2016-05-01,RUBY TUESDAY #3758,849,Ruby Tuesday,RT
2014-10-01,WAL-MART #2170,20625,"Wal-Mart Stores, Inc.",WMT
2014-10-01,WAL-MART #2170,20625,"Wal-Mart Stores, Inc.",WMT
2016-06-01,CHILI'S FOREST CITY,1738,Chili's Grill & Bar,EAT
2016-01-01,STARBUCKS #10171 KING OF,459,Starbuck's,SBUX
2015-05-01,SAMS CLUB #8203,22642,Sam's Club,WMT
2016-05-01,CHICO'S #992,2308,Chico's,CHS
2015-01-01,OFFICE DEPOT #2097,828,Office Depot,ODP
2015-05-01,OFFICE DEPOT #2161,7043,Office Depot,ODP
2016-02-01,UA WASHINGTON TOWNSHIP 14,1027,United Artists Theatres,RGC
2015-03-01,STARBUCKS #08768 RENO,959,Starbuck's,SBUX
2016-01-01,BEST BUY MHT  00002006,2868,Best Buy,BBY
2014-11-01,JAMBA JUICE 0641,203,Jamba Juice,JMBA
2014-07-01,APPLEBEES 945661994562,1449,Applebee's Neighborhood Bar & Grill,DIN
2015-10-01,MCDONALD'S F11010,1443,McDonalds Corporation,MCD
2015-06-01,PUBLIX #510,9797,Publix Super Markets,PUSH
2015-03-01,GAP OUTLET #7922,820,The GAP,GPS
2015-03-01,GAP OUTLET #7922,820,The Gap Outlet,GPS
2014-06-01,SPRINT STORE #346,2341,Sprint,S
2014-12-01,FINISH LINE #0599,1084,The Finish Line,FINL
2015-05-01,MARRIOTT 337P6 ATL ST-F/B,284,Marriott Hotels,MAR
2014-02-01,WAL-MART #0744,59431,"Wal-Mart Stores, Inc.",WMT
2014-04-01,STEIN-MART #0094,11681,"Stein Mart, Inc.",SMRT
2015-06-01,SAMS CLUB #8220,9272,Sam's Club,WMT
2014-03-01,MCDONALD`S F6537,153,McDonalds Corporation,MCD
2015-12-01,DENNY'S #8059,388,Denny's,DENN
2013-12-01,WALGREENS #4251,2957,Walgreens,WBA
2015-04-01,SHERATON FT WORTH,11893,Sheraton,MAR
2015-04-01,SHERATON FT WORTH,11893,Sheraton,HOT
2016-05-01,AMC CASTLE ROCK 12 #6127,4824,"AMC Entertainment, Inc.",AMC
2014-09-01,WM SUPERCENTER #3659,3872,"Wal-Mart Stores, Inc.",WMT
2015-08-01,PANERA BREAD #601700,1648,Panera Bread Company,PNRA
2016-03-01,MCDONALD S F12452,97,McDonalds Corporation,MCD
2016-02-01,CIRCLE K 05302,2801,Circle K,ATD.B-TSE
2016-04-01,MAGGIANOS BRIDGEWATER,9198,Maggiano's Little Italy,EAT
2014-02-01,MARSHALLS #0768,10822,Marshalls,TJX
2014-09-01,CVSPHARMACY #5139  Q03,1373,CVS Pharmacy,CVS
2015-07-01,SEARS ROEBUCK   1447,13672,Sears,SHLD
2014-02-01,BUILDABEAR WRKSHP 0069,961,Build-A-Bear Workshop,BBW
2016-07-01,TARGET BALBOA 2465,3795,Target Corporation,TGT
2015-05-01,OLLIES BARGAIN OUTLET 137,4636,Ollie's Bargain Outlet,OLLI
2014-01-01,THE MENS WEARHOUSE #3222,3050,Men's Wearhouse,TLRD
2014-04-01,TOM THUMB STOR00036228,17082,Tom Thumb,Alberstons
2014-05-01,OSAN CHILI'S,3591,Chili's Grill & Bar,EAT
2013-11-01,CASEYS GEN STORE 0006,3288,"Caseys General Stores, Inc",CASY
2016-03-01,MARRIOTT F&B,1097,Marriott Hotels,MAR
2014-11-01,BJ'S RESTAURANTS 552,4621,BJ's Restaurant & Brewery,BJRI
2014-09-01,DIS*DISNEYSHOPPING.COM 800-328-0368 CAUS,682,Disney,DIS
2014-08-01,DOLRTREE 3926 00039263,1546,Dollar Tree,DLTR
2015-07-01,TEXAS ROADHOUSE 2263,5531,"Texas Roadhouse, Inc.",TXRH
2014-06-01,OREILLY AUTO  00030460,3224,"O Reilly Automotive, Inc.",ORLY
2016-05-01,PAPA MURPHY'S TX 183,232,Papa Murphy's,FRSH
2014-03-01,IHOP #3288         US,2945,IHOP,DIN
2016-03-01,CIRCLE K # 03361,449,Circle K,ATD.B-TSE
2015-10-01,HILTON AUSTIN F AND B OPE,1000,Hilton Hotels & Resorts,HLT
2015-10-01,BURGER KING #9226,430,Burger King,QSR-TSE
2015-07-01,PIZZA HUT #23013,367,Pizza Hut,YUM
2013-12-01,DOLLAR-GENERAL #2514,978,Dollar General Corporation,DG
2016-02-01,MURPHY EXPRESS 8554,7734,"Murphy USA, Inc.",MUSA
2014-02-01,DOLLAR GENERAL #13641,1217,Dollar General Corporation,DG
2014-09-01,KOHL'S #0618,12957,Kohl's,KSS
2016-06-01,CVS/PHARMACY #07032,14382,CVS Pharmacy,CVS
2014-12-01,GAP 2760,10043,The GAP,GPS
2014-03-01,PAPA MURPHY'S TX181,156,Papa Murphy's,FRSH
2015-08-01,BEST BUY      00011411,27692,Best Buy,BBY
2014-08-01,RITE AID STORE 5374,1223,Rite Aid,RAD
2014-01-01,DENNY'S #7827,3232,Denny's,DENN
2015-02-01,BURGER KING #14519,2022,Burger King,QSR-TSE
2014-01-01,STARBUCKS #19305 VAN N,237,Starbuck's,SBUX
2016-03-01,CVS/PHARMACY #06501,2347,CVS Pharmacy,CVS
2016-01-01,VITAMIN SHOPPE #518,550,"Vitamin Shoppe, Inc.",VSI
2016-01-01,VITAMIN SHOPPE #518,550,"Vitamin Shoppe, Inc.",VSI
2014-08-01,LONGHORN STEAK00052944,2662,LongHorn Steakhouse,DRI
2015-05-01,BED BATH & BEYOND #1223,652,Bed Bath & beyond,BBBY
2014-05-01,KFC G135100   24751000,2406,KFC,YUM
2013-12-01,CVS PHARMACY #0661 Q03,2347,CVS Pharmacy,CVS
2014-07-01,STARBUCKS #00644 LA JOLLA,2191,Starbuck's,SBUX
2014-11-01,DUNKIN #353396       Q35,182,Dunkin' Donuts,DNKN
2015-02-01,DUNKIN #339972     Q35,319,Dunkin' Donuts,DNKN
2014-07-01,FINISH LINE-#0810,2216,The Finish Line,FINL
2013-11-01,DUNKIN #349997     Q3,161,Dunkin' Donuts,DNKN
2016-05-01,MICHAELS STORES 9023,1275,"Michaels Cos., Inc.",MIK
2015-11-01,STAPLES       00115832,5220,Staples,SPLS
2015-03-01,FOOD LION #2539,5750,Food Lion,AD-AMS
2014-11-01,DENNY'S #7298,852,Denny's,DENN
2014-06-01,RUBY TUESDAY #4789,1387,Ruby Tuesday,RT
2016-05-01,FAMILY DOLLAR #0251,436,Family Dollar,DLTR
2016-07-01,MCDONALD'S F11949,1944,McDonalds Corporation,MCD
2013-11-01,STARBUCKS #05814 GLENDALE,1095,Starbuck's,SBUX
2015-04-01,CASEYS GEN STORE 2802,3483,"Caseys General Stores, Inc",CASY
2014-08-01,CIRCLE K 00561,845,Circle K,ATD.B-TSE
2014-10-01,IHOP #2048,821,IHOP,DIN
2015-04-01,WALGREENS #4461,4306,Walgreens,WBA
2016-02-01,FIRST CHOICE HAIRCUTTERS,11667,First Choice Haircutters,RGS
2015-05-01,STARBUCKS #09772 TOLEDO,3197,Starbuck's,SBUX
2015-08-01,DUNKIN #338368     Q35,132,Dunkin' Donuts,DNKN
2014-09-01,LOWES #00795*,74432,Lowe's,LOW
