tickerID,IQ_BUS_SEG_PRIMARY_PIC_ABS,IQ_BUS_SEG_SECONDARY_PIC_ABS,IQ_BUS_SEG_PRIMARY_SIC_ABS,IQ_BUS_SEG_SECONDARY_SIC_ABS,IQ_INDUSTRY_SECTOR,IQ_INDUSTRY_GROUP,IQ_INDUSTRY,IQ_PRIMARY_INDUSTRY,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_ID,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_NAME,IQ_PRIMARY_INDUSTRY_SUBSECTOR6_ID,IQ_PRIMARY_SIC_CODE,IQ_PRIMARY_SIC_INDUSTRY,IQ_COMPANY_TYPE,IQ_PICS_CODE,IQ_BUS_SEG_NAIC_ABS
NYSE:NBHC,Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:UBNK,Regional Banks ,Asset Management & Custody Banks ,Commercial banks (6020),Investment advice (6282),Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance,7013200,Savings Institutions,(Invalid Subsector ID),6036,"Savings institutions, except federal",Public Company,40102010,Commercial Banking (522110)
NYSE:AC,Asset Management & Custody Banks ,0,Investment advice (6282),0,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,0,0,(Invalid Subsector ID),6200,"Security and commodity brokers, dealers, exchanges, and services",Public Company,40203010,Investment Advice (523930)
NasdaqGM:IMMU,Pharmaceuticals ,Health Care Equipment ,Drugs (2830),"Surgical, medical, and dental instruments and supplies (3840)",Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2835,Diagnostic substances,Public Company,35201010,Pharmaceutical and Medicine Manufacturing (32541)
NasdaqGS:MTGE,Mortgage Real Estate Investment Trusts  (40204010),0,Real estate investment trusts (6798),0,Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,0,0,(Invalid Subsector ID),6798,Real estate investment trusts,Public Company,40204010,Other Financial Vehicles (525990)
NYSE:CAPL,Gas Utilities ,Real Estate Operating Companies ,Gas production and distribution (4920),Real estate operators (except developers) and lessors (6510),Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,4444870,Fuel Dealers,(Invalid Subsector ID),5172,Petroleum products,Public Company,10102040,Natural Gas Distribution (221210)
NasdaqGS:UTEK,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier)
NasdaqGS:NFBK,Thrifts & Mortgage Finance ,Asset Management & Custody Banks ,Savings institutions (6030),Investment advice (6282),Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance,7013200,Savings Institutions,(Invalid Subsector ID),6035,Federal savings institutions,Public Company,40102010,Savings Institutions (522120)
NasdaqGS:QDEL,Health Care Equipment ,Healthcare Services ,"Surgical, medical, and dental instruments and supplies (3840)",Medical laboratories (8071),Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Supplies,0,0,(Invalid Subsector ID),2835,Diagnostic substances,Public Company,35101020,Medical Equipment and Supplies Manufacturing (33911)
AMEX:TXMD,Pharmaceuticals ,Pharmaceuticals ,Drugs (2830),Pharmaceutical preparations (2834),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121140,Non-Prescription Drugs,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
NasdaqGS:BEAT,Health Care Equipment ,Healthcare Services ,"Surgical, medical, and dental instruments and supplies (3840)",Medical laboratories (8071),Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Healthcare Services,0,0,(Invalid Subsector ID),8090,Miscellaneous health and allied services,Public Company,35102015,Medical Equipment and Supplies Manufacturing (33911)
NasdaqGS:PTXP,Oil & Gas Storage & Transportation ,0,Natural gas transmission (4922),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,0,0,(Invalid Subsector ID),4922,Natural gas transmission,Private Company,10102040,Pipeline Transportation of Natural Gas (486210)
NYSE:MTW,Construction & Engineering ,0,"Engineering, architectural, and surveying services (8710)",0,Industrials,Capital Goods,Machinery,Construction Machinery and Heavy Trucks,3071100,Construction Machinery and Equipment,(Invalid Subsector ID),3530,"Construction, mining, and materials handling machinery and equipment",Public Company,20106010,"Architectural, Engineering, and Related Services (5413)"
NYSE:CBZ,Research & Consulting Services ,Asset Management & Custody Banks ,"Accounting, auditing, and bookkeeping (8721)",Investment offices (6720),Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services,3115300,"Accounting, Auditing and Taxation Services",(Invalid Subsector ID),8721,"Accounting, auditing, and bookkeeping",Public Company,20202020,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services (54121)"
NasdaqCM:NXEO,0,0,0,0,Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors,4411100,Chemical Distribution,(Invalid Subsector ID),5160,Chemicals and allied products - wholesale,Public Company,20107010,0
NasdaqGS:TCBK,Regional Banks ,Investment Banking & Brokerage ,Commercial banks (6020),"Security and commodity brokers, dealers, exchanges, and services (6200)",Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
TSX:BTE,Oil & Gas Exploration & Production ,0,Crude petroleum and natural gas (1311),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Oil and Gas Extraction (21111)
NasdaqGS:EBSB,Thrifts & Mortgage Finance ,Thrifts & Mortgage Finance ,Savings institutions (6030),Mortgage bankers and correspondents (6162),Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance,7013200,Savings Institutions,(Invalid Subsector ID),6036,"Savings institutions, except federal",Public Company,40102010,Savings Institutions (522120)
NasdaqGS:HDP,Internet Software & Services ,Application Software ,Information retrieval services (7375),Prepackaged software (7372),Information Technology,Software and Services,Internet Software and Services,Internet Software and Services,8021200,Online Services,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45101010,"Data Processing, Hosting, and Related Services (518)"
NasdaqCM:DENN,Restaurants ,0,Eating places (5812),0,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,4214100,Full Service Restaurants,(Invalid Subsector ID),5812,Eating places,Public Company,25301040,Full-Service Restaurants (722511)
NasdaqGS:CASH,Thrifts & Mortgage Finance ,0,Savings institutions (6030),0,Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance,7013200,Savings Institutions,(Invalid Subsector ID),6035,Federal savings institutions,Public Company,40102010,Savings Institutions (522120)
NYSE:BH,Restaurants ,0,Eating places (5812),0,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,4214200,Limited Service Restaurants,(Invalid Subsector ID),5812,Eating places,Public Company,25301040,Limited-Service Restaurants (722513)
TSX:PWT,Oil & Gas Exploration & Production ,0,Crude petroleum and natural gas (1311),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Crude Petroleum and Natural Gas Extraction (211111)
NasdaqGS:FFIC,Regional Banks ,Thrifts & Mortgage Finance ,Commercial banks (6020),Mortgage bankers and correspondents (6162),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6035,Federal savings institutions,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:HMST,Thrifts & Mortgage Finance ,0,Savings institutions (6030),0,Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance,0,0,(Invalid Subsector ID),6036,"Savings institutions, except federal",Public Company,40102010,Savings Institutions (522120)
NYSE:USPH,Health Care Facilities ,0,Hospitals (8060),0,Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Healthcare Facilities,6033100,Hospitals and Healthcare Centers,(Invalid Subsector ID),8000,Health services,Public Company,35102020,Hospitals (622)
NYSE:GLT,0,0,0,0,Materials,Materials,Paper and Forest Products,Paper Products,2062400,Industrial Service Paper,(Invalid Subsector ID),2621,Paper mills,Public Company,15105020,0
NasdaqCM:RMR,Real Estate Operating Companies ,Asset Management & Custody Banks ,Real estate agents and managers (6531),Investment offices (6720),Real Estate,Real Estate,Real Estate Management and Development,Diversified Real Estate Activities,0,0,(Invalid Subsector ID),8741,Management services,Public Company,60102010,Activities Related to Real Estate (5313)
NasdaqGS:MRTN,Trucking ,0,"Trucking and courier services, except air (4210)",0,Industrials,Transportation,Road and Rail,Trucking,3242100,Road Transportation of Freight,(Invalid Subsector ID),4213,"Trucking, except local",Public Company,20304020,Truck Transportation (484)
NYSE:BCEI,Oil & Gas Exploration & Production ,0,Crude petroleum and natural gas (1311),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Oil and Gas Extraction (21111)
NYSE:PMC,Health Care Distributors ,0,"Drugs, proprietaries, and sundries (5122)",0,Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Healthcare Distributors,0,0,(Invalid Subsector ID),5122,"Drugs, proprietaries, and sundries",Public Company,35102010,Drugs and Druggists' Sundries Merchant Wholesalers (424210)
NYSE:LRN,Education Services ,Internet Software & Services ,Educational services (8200),Information retrieval services (7375),Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,0,0,(Invalid Subsector ID),8200,Educational services,Public Company,25302010,Educational Services (611)
TSX:JE,0,0,0,0,Utilities,Utilities,Multi-Utilities,Multi-Utilities,0,0,(Invalid Subsector ID),5172,Petroleum products,Public Company,55103010,0
NYSE:RESI,Mortgage Real Estate Investment Trusts  (40204010),Personal Products ,Real estate investment trusts (6798),Toilet preparations (2844),Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs,0,0,(Invalid Subsector ID),6798,Real estate investment trusts,Public Company,60101060,Other Financial Vehicles (525990)
NYSE:AROC,Oil & Gas Equipment & Services ,Oil & Gas Equipment & Services ,Oil and gas field machinery (3533),Oil and gas field services (1380),Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,1022200,Oil and Gas Field Services,(Invalid Subsector ID),3533,Oil and gas field machinery,Public Company,10101020,Oil and Gas Field Machinery and Equipment Manufacturing (333132)
NasdaqGM:IRTC,Healthcare Services ,Health Care Technology ,Medical laboratories (8071),Prepackaged software (7372),Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,0,0,(Invalid Subsector ID),3845,Electromedical equipment,Public Company,35101010,Medical Laboratories (621511)
NYSE:KAI,Industrial Machinery ,Industrial Machinery ,Paper industries machinery (3554),General industrial machinery (3569),Industrials,Capital Goods,Machinery,Industrial Machinery,3072001,Machinery Components,(Invalid Subsector ID),3550,"Special industry machinery, except metalworking machinery",Public Company,20106020,"Sawmill, Woodworking, and Paper Machinery Manufacturing (333243)"
NasdaqGS:AFAM,0,0,0,0,Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Healthcare Services,6032100,Healthcare Provider Support Persons,(Invalid Subsector ID),8082,Home health care services,Public Company,35102015,0
AMEX:PARR,0,0,0,0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing,1033100,Oil and Gas Refining and Marketing,(Invalid Subsector ID),2911,Petroleum refining,Public Company,10102030,0
NYSE:KOP,0,0,0,0,Materials,Materials,Chemicals,Commodity Chemicals,2021200,Industrial Organic Chemicals,(Invalid Subsector ID),2860,Industrial organic chemicals,Public Company,15101010,0
NasdaqGM:RPD,Systems Software ,IT Consulting & Other Services ,Prepackaged software (7372),Computer related services (7379),Information Technology,Software and Services,Software,Systems Software,8042150,Security Software,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103020,Software Publishers (511210)
NYSE:RTEC,Semiconductor Equipment ,Application Software ,Special industry machinery (3559),Prepackaged software (7372),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3823,Process control instruments,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NYSE:INST,Internet Software & Services ,0,Computer integrated systems design (7373),0,Information Technology,Software and Services,Internet Software and Services,Internet Software and Services,8021200,Online Services,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45101010,"Data Processing, Hosting, and Related Services (518)"
NasdaqGS:IMKT.A,Real Estate Operating Companies ,Packaged Foods & Meats ,Real estate operators (except developers) and lessors (6510),Dairy products (2020),Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Retail,5023100,Grocery Stores,(Invalid Subsector ID),5411,Grocery stores,Public Company,30101030,Lessors of Real Estate (5311)
NYSE:BGC,Electrical Components & Equipment ,0,Electric lighting and wiring equipment (3640),0,Industrials,Capital Goods,Electrical Equipment,Electrical Components and Equipment,3051200,Electric Lighting and Wiring Equipment,(Invalid Subsector ID),3350,Rolling drawing and extruding of nonferrous metals,Public Company,20104010,Electric Lighting Equipment Manufacturing (3351)
NasdaqCM:TGTX,Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NasdaqGM:ESPR,Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NasdaqCM:HRTX,Biotechnology ,Pharmaceuticals ,Pharmaceutical preparations (2834),Pharmaceutical preparations (2834),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2821,Plastics materials and resins,Public Company,35201010,Pharmaceutical Preparation Manufacturing (325412)
NasdaqGS:ORIT,Thrifts & Mortgage Finance ,0,Savings institutions (6030),0,Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance,7013200,Savings Institutions,(Invalid Subsector ID),6035,Federal savings institutions,Public Company,40102010,Savings Institutions (522120)
NasdaqGS:UVSP,Regional Banks ,Investment Banking & Brokerage ,Commercial banks (6020),Security brokers and dealers (6211),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:TYPE,Application Software ,0,Prepackaged software (7372),0,Information Technology,Software and Services,Software,Application Software,0,0,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103010,Software Publishers (511210)
NYSE:DFIN,Financial Exchanges and Data ,Internet Software & Services ,Credit reporting services (7323),Information retrieval services (7375),Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,0,0,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,40203040,Credit Bureaus (561450)
NasdaqGS:NNBR,Industrial Machinery ,Auto Parts & Equipment ,General industrial machinery and equipment (3560),Motor vehicle parts and accessories (3714),Industrials,Capital Goods,Machinery,Industrial Machinery,3072001,Machinery Components,(Invalid Subsector ID),3562,Ball and roller bearings,Public Company,20106020,Industrial Machinery Manufacturing (3332)
NYSE:ETH,0,0,0,0,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Home Furnishings,4112600,Floor Coverings,(Invalid Subsector ID),2510,Household furniture,Public Company,25201020,0
NYSE:BAS,Oil & Gas Equipment & Services ,Oil & Gas Drilling ,Oil and gas field services (1380),Drilling oil and gas wells (1381),Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,1022200,Oil and Gas Field Services,(Invalid Subsector ID),1389,Oil and gas field services,Public Company,10101020,Support Activities for Oil and Gas Operations (213112)
NYSE:CLW,Paper Packaging ,Paper Products ,"Converted paper and paperboard products, except containers and boxes (2670)",Paper and allied products (2600),Materials,Materials,Paper and Forest Products,Paper Products,2062400,Industrial Service Paper,(Invalid Subsector ID),2621,Paper mills,Public Company,15105020,Paper Bag and Coated and Treated Paper Manufacturing (32222)
NasdaqGS:OFIX,Health Care Equipment ,0,"Surgical, medical, and dental instruments and supplies (3840)",0,Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021200,Therapeutic Devices,(Invalid Subsector ID),3841,Surgical and medical instruments,Public Company,35101010,Medical Equipment and Supplies Manufacturing (33911)
NasdaqGS:AMBC,Property & Casualty Insurance ,Asset Management & Custody Banks ,"Fire, marine, and casualty insurance (6331)",Investment offices (6720),Financials,Insurance,Insurance,Property and Casualty Insurance,0,0,(Invalid Subsector ID),6351,Surety insurance,Public Company,40301040,Direct Property and Casualty Insurance Carriers (524126)
NasdaqGS:CSIQ,Semiconductors ,0,Semiconductors and related devices (3674),0,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,8212100,Analog and Mixed Signal,(Invalid Subsector ID),3674,Semiconductors and related devices,Public Company,45301020,Semiconductor and Related Device Manufacturing (334413)
NYSE:LCI,Pharmaceuticals ,Pharmaceuticals ,Drugs (2830),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121200,Medicinal Chemicals and Botanical Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
TSX:NSU,Copper ,Diversified Metals & Mining ,Copper ores (1021),Metal mining (1000),Materials,Materials,Metals and Mining,Copper,2052012,Copper Ores,(Invalid Subsector ID),1000,Metal mining,Public Company,15104025,Copper Ore and Nickel Ore Mining (212234)
NasdaqGS:DCOM,Thrifts & Mortgage Finance ,Real Estate Operating Companies ,Savings institutions (6030),Real estate operators (except developers) and lessors (6510),Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance,7013200,Savings Institutions,(Invalid Subsector ID),6035,Federal savings institutions,Public Company,40102010,Savings Institutions (522120)
NasdaqGS:CTBI,Regional Banks ,Asset Management & Custody Banks ,Commercial banks (6020),Investment offices (6720),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:UCTT,Semiconductor Equipment ,Industrial Machinery ,Special industry machinery (3559),General industrial machinery and equipment (3560),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3674,Semiconductors and related devices,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NYSE:DKL,Oil & Gas Storage & Transportation ,0,"Pipelines, except natural gas (4610)",0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,1033300,Oil and Gas Pipelines,(Invalid Subsector ID),5171,Petroleum bulk stations and terminals,Public Company,10102040,Pipeline Transportation of Refined Petroleum Products (486910)
NasdaqCM:LJPC,Biotechnology ,Pharmaceuticals ,Pharmaceutical preparations (2834),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Pharmaceutical Preparation Manufacturing (325412)
NYSE:WLH,Homebuilding ,0,Building construction – general contractors and operative builders (1500),0,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Homebuilding,4113100,"Residential Construction, General Contractors and Operative Builders",(Invalid Subsector ID),1531,Operative builders,Public Company,25201030,Residential Building Construction (23611)
NasdaqGM:CHUB.K,Internet Software & Services ,0,Information retrieval services (7375),0,Information Technology,Software and Services,Internet Software and Services,Internet Software and Services,8021200,Online Services,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45101010,"Data Processing, Hosting, and Related Services (518)"
NYSE:WK,Application Software ,0,Prepackaged software (7372),0,Information Technology,Software and Services,Software,Application Software,8041350,Enterprise Software,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45103010,Software Publishers (511210)
NasdaqGM:NYNY,Casinos & Gaming ,Movies & Entertainment ,Miscellaneous amusement and recreation services (7990),Amusement and recreation services (7900),Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Casinos and Gaming,4211100,Casinos,(Invalid Subsector ID),7990,Miscellaneous amusement and recreation services,Public Company,25301010,Other Gambling Industries (713290)
NasdaqGS:KNSL,Property & Casualty Insurance ,Property & Casualty Insurance ,"Fire, marine, and casualty insurance (6331)","Fire, marine, and casualty insurance (6331)",Financials,Insurance,Insurance,Property and Casualty Insurance,7214100,Casualty,(Invalid Subsector ID),6331,"Fire, marine, and casualty insurance",Public Company,40301040,Direct Property and Casualty Insurance Carriers (524126)
NasdaqGM:ATRC,Health Care Equipment ,Health Care Supplies ,"Surgical, medical, and dental instruments and supplies (3840)",Surgical appliances and supplies (3842),Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021200,Therapeutic Devices,(Invalid Subsector ID),3841,Surgical and medical instruments,Public Company,35101010,Medical Equipment and Supplies Manufacturing (33911)
NYSE:TISI,0,0,0,0,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services,0,0,(Invalid Subsector ID),8734,Testing laboratories,Public Company,20201050,0
NYSE:LKSD,Commercial Printing ,Internet Software & Services ,Commercial printing (2750),Information retrieval services (7375),Industrials,Commercial and Professional Services,Commercial Services and Supplies,Commercial Printing,3111100,Printing Services,(Invalid Subsector ID),2750,Commercial printing,Public Company,20201010,Commercial Printing (except Screen and Books) (323111)
NasdaqGS:AMRI,0,0,0,0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,0,0,(Invalid Subsector ID),2833,Medicinals and botanicals,Public Company,35203010,0
NasdaqGS:JBSS,Packaged Foods & Meats ,Packaged Foods & Meats ,Candy and other confectionery products (2064),Food and kindred products (2000),Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,5122700,Bread and Bakery Products,(Invalid Subsector ID),2060,Sugar and confectionery products,Public Company,30202030,Sugar and Confectionery Product Manufacturing (3113)
NYSE:NPK,Housewares & Specialties ,Household Appliances ,Electric housewares and fans (3634),Household cooking equipment (3631),Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,3021500,Light Weapons and Ammunition,(Invalid Subsector ID),3480,"Ordnance and accessories, except vehicles and guided missiles",Public Company,20101010,Small Electrical Appliance Manufacturing (335210)
NYSE:EVA,Coal & Consumable Fuels ,Forest Products ,Bituminous coal and lignite mining (1220),Miscellaneous wood products (2490),Energy,Energy,"Oil, Gas and Consumable Fuels",Coal and Consumable Fuels,0,0,(Invalid Subsector ID),2400,"Lumber and wood products, except furniture",Public Company,10102050,Coal Mining (21211)
NYSE:PHH,Thrifts & Mortgage Finance ,0,Mortgage bankers and correspondents (6162),0,Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance,7021300,Mortgage Bankers and Loan Correspondents,(Invalid Subsector ID),6162,Mortgage bankers and correspondents,Public Company,40102010,Real Estate Credit (522292)
TSX:NXE,Coal & Consumable Fuels ,0,"Uranium, radium, and vanadium ores (1094)",0,Energy,Energy,"Oil, Gas and Consumable Fuels",Coal and Consumable Fuels,2052024,Uranium Ores,(Invalid Subsector ID),1090,Miscellaneous metal ores,Public Company,10102050,Uranium-Radium-Vanadium Ore Mining (212291)
NasdaqGS:MMLP,Oil & Gas Storage & Transportation ,Oil & Gas Equipment & Services ,"Pipelines, except natural gas (4610)",Oil and gas field services (1380),Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,1033307,Natural Gas Pipelines,(Invalid Subsector ID),5172,Petroleum products,Public Company,10102040,Pipeline Transportation of Crude Oil (486110)
NasdaqGS:PFBC,Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:SD,Oil & Gas Drilling ,Oil & Gas Equipment & Services ,Drilling oil and gas wells (1381),Oil and gas field services (1380),Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Drilling Oil and Gas Wells (213111)
NasdaqGS:MERC,Paper Products ,0,Paper and allied products (2600),0,Materials,Materials,Paper and Forest Products,Paper Products,2062100,Paper Manufacturing,(Invalid Subsector ID),2611,Pulp mills,Public Company,15105020,Paper Manufacturing (322)
NYSE:VCRA,Health Care Technology ,Application Software ,Communication equipment (3660),Prepackaged software (7372),Healthcare,Healthcare Equipment and Services,Health Care Technology,Health Care Technology,0,0,(Invalid Subsector ID),3663,Radio and Television communications equipment,Public Company,35103010,Communications Equipment Manufacturing (3342)
NasdaqGS:TRST,Thrifts & Mortgage Finance ,0,Savings institutions (6030),0,Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance,7013200,Savings Institutions,(Invalid Subsector ID),6035,Federal savings institutions,Public Company,40102010,Savings Institutions (522120)
NasdaqGS:RBCA.A,Regional Banks ,Asset Management & Custody Banks ,Commercial banks (6020),Investment offices (6720),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:CBB,Integrated Telecommunication Services ,Alternative Carriers ,"Telephone communications, except radio (4813)","Telephone communications, except radio (4813)",Telecommunication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,9022300,Conferencing Services,(Invalid Subsector ID),4813,"Telephone communications, except radio",Public Company,50101020,Wired Telecommunications Carriers (517110)
NasdaqGS:AVAV,Aerospace & Defense ,Electrical Components & Equipment ,Aircraft (3721),"Miscellaneous electrical machinery, equipment, and supplies (3690)",Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,9551739,Aerospace and Defense Maintenance and Services,(Invalid Subsector ID),3721,Aircraft,Public Company,20101010,Aircraft Manufacturing (336411)
NYSE:CCC,Commodity Chemicals ,0,Industrial inorganic chemicals (2810),0,Materials,Materials,Chemicals,Commodity Chemicals,2021100,Industrial Inorganic Chemicals,(Invalid Subsector ID),2810,Industrial inorganic chemicals,Public Company,15101010,Other Basic Inorganic Chemical Manufacturing (32518)
TSX:FVI,0,0,0,0,Materials,Materials,Metals and Mining,Silver,2053020,Silver Ores,(Invalid Subsector ID),1040,Gold and silver ores,Public Company,15104045,0
NYSE:NR,0,0,0,0,Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,1022200,Oil and Gas Field Services,(Invalid Subsector ID),5160,Chemicals and allied products - wholesale,Public Company,10101020,0
NasdaqGS:HFWA,Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
